STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
071560,99999, 20130630,   66.6,24,   51.3,24, 1024.1,24, 1014.9,24,  12.4,24,   3.3,24,   5.1, 999.9,   77.5 ,  53.8 , 0.01G,999.9, 000000,
071560,99999, 20130701,   67.2,24,   56.6,24, 1018.7,24, 1009.6,24,  12.0,24,   3.7,24,   6.0, 999.9,   75.9 ,  59.0 , 0.00G,999.9, 000000,
071560,99999, 20130702,   69.7,24,   56.2,24, 1013.5,24, 1004.4,24,  12.4,24,   4.7,24,   9.9, 999.9,   78.4 ,  59.2 , 0.00G,999.9, 000000,
071560,99999, 20130703,   62.1,24,   55.3,24, 1012.9,24, 1003.7,24,  11.3,24,   6.8,24,  11.1, 999.9,   75.0 ,  58.1*, 0.02G,999.9, 010000,
071560,99999, 20130704,   63.4,24,   54.8,24, 1023.4,24, 1014.1,24,  12.4,24,   3.8,24,   6.0, 999.9,   70.2 ,  56.5 , 0.03G,999.9, 000000,
071560,99999, 20130705,   67.9,24,   56.6,24, 1028.3,24, 1019.1,24,  10.7,24,   4.5,24,   8.9, 999.9,   78.6 ,  60.1 , 0.01G,999.9, 000000,
071560,99999, 20130706,   71.8,24,   58.2,24, 1027.3,24, 1018.1,24,  10.6,24,   4.7,24,   7.0, 999.9,   82.6 ,  59.7 , 0.00G,999.9, 000000,
071560,99999, 20130707,   75.9,24,   59.2,24, 1027.6,24, 1018.5,24,  11.2,24,   7.2,24,  11.1, 999.9,   85.5 ,  65.3 , 0.00G,999.9, 000000,
071560,99999, 20130708,   75.2,24,   57.2,24, 1026.9,24, 1017.8,24,   9.2,23,   8.1,24,  11.1, 999.9,   85.3 ,  64.0 , 0.00G,999.9, 000000,
071560,99999, 20130709,   75.0,24,   59.1,24, 1022.6,24, 1013.6,24,  11.8,24,   7.6,24,   9.9, 999.9,   84.9 ,  65.3 , 0.00G,999.9, 000000,
071560,99999, 20130710,   71.1,24,   56.8,24, 1020.0,24, 1010.9,24,  11.8,24,   9.1,24,  14.0, 999.9,   81.3 ,  61.7 , 0.00G,999.9, 000000,
071560,99999, 20130711,   63.8,24,   50.2,24, 1021.1,24, 1011.9,24,  11.7,24,   9.4,24,  11.1, 999.9,   77.0 ,  54.9 , 0.00G,999.9, 000000,
071560,99999, 20130712,   65.7,24,   51.6,24, 1021.7,24, 1012.5,24,  10.8,24,   7.4,24,   9.9, 999.9,   77.2 ,  54.5 , 0.00G,999.9, 000000,
071560,99999, 20130713,   66.0,24,   53.3,24, 1023.0,24, 1013.8,24,   9.2,24,   7.0,24,   8.9, 999.9,   75.7 ,  56.3 , 0.00G,999.9, 000000,
071560,99999, 20130714,   73.1,24,   55.2,24, 1023.3,24, 1014.2,24,   9.9,24,   5.1,24,   8.0, 999.9,   84.6 ,  60.4 , 0.00G,999.9, 000000,
071560,99999, 20130715,   76.8,24,   58.7,24, 1022.5,24, 1013.5,24,  11.7,24,   3.1,24,   6.0, 999.9,   86.4 ,  65.7 , 0.00G,999.9, 000000,
071560,99999, 20130716,   76.2,24,   55.7,24, 1022.0,24, 1013.0,24,  11.8,24,   4.7,24,   8.9, 999.9,   85.5 ,  67.3 , 0.00G,999.9, 000000,
071560,99999, 20130717,   76.6,24,   57.1,24, 1021.7,24, 1012.7,24,  11.6,24,   6.6,24,   9.9, 999.9,   86.7 ,  67.1 , 0.00G,999.9, 000000,
071560,99999, 20130718,   76.5,24,   59.2,24, 1021.3,24, 1012.3,24,   9.6,24,   8.0,24,  11.1, 999.9,   86.0 ,  66.6 , 0.00G,999.9, 000000,
071560,99999, 20130719,   78.1,24,   58.9,24, 1019.4,24, 1010.4,24,  11.3,24,   8.4,24,  13.0, 999.9,   89.1 ,  67.5 , 0.00G,999.9, 000000,
071560,99999, 20130720,   77.8,24,   58.2,24, 1018.0,24, 1009.0,24,  12.4,24,   7.4,24,   9.9, 999.9,   88.5 ,  66.9 , 0.00G,999.9, 000000,
071560,99999, 20130721,   80.9,24,   57.9,24, 1016.6,24, 1007.7,24,  11.9,24,   3.7,24,   7.0, 999.9,   93.9 ,  66.6 , 0.00G,999.9, 000000,
071560,99999, 20130722,   83.5,24,   58.9,24, 1015.4,24, 1006.6,24,  12.3,24,   4.1,24,   8.9, 999.9,   95.0 ,  73.9 , 0.00G,999.9, 000000,
071560,99999, 20130723,   78.5,24,   61.5,24, 1013.4,24, 1004.5,24,  11.3,24,   4.3,24,   8.9, 999.9,   90.7 ,  68.9 , 0.00G,999.9, 010000,
071560,99999, 20130724,   74.3,24,   61.5,24, 1015.2,24, 1006.2,24,  10.9,24,   3.6,24,   8.0, 999.9,   84.0 ,  66.4 , 0.57G,999.9, 000000,
071560,99999, 20130725,   77.5,24,   58.7,24, 1014.6,24, 1005.7,24,  12.4,24,   3.8,24,   7.0, 999.9,   87.1 ,  68.0 , 0.06G,999.9, 000000,
071560,99999, 20130726,   77.3,24,   64.4,24, 1011.7,24, 1002.7,24,  11.8,24,   4.1,24,   9.9, 999.9,   86.4 ,  67.6 , 0.20G,999.9, 010000,
071560,99999, 20130727,   76.7,24,   63.5,24, 1006.5,24,  997.7,24,  12.2,23,   5.0,24,   9.9, 999.9,   88.3 ,  66.0 , 0.79G,999.9, 010000,
071560,99999, 20130728,   70.4,23,   56.6,23, 1011.5,23, 1002.4,23,  12.4,23,   4.8,23,   8.9, 999.9,   83.8 ,  63.5*, 0.00G,999.9, 000000,
071560,99999, 20130729,   68.8,24,   57.1,24, 1016.7,24, 1007.6,24,  12.4,24,   6.0,24,   9.9, 999.9,   79.5 ,  61.7 , 0.20F,999.9, 000000,
071560,99999, 20130730,   69.1,24,   58.0,24, 1019.7,24, 1010.6,24,  12.4,24,   8.0,24,  12.0, 999.9,   76.3 ,  61.3 , 0.00F,999.9, 000000,
071560,99999, 20130731,   72.9,24,   61.1,24, 1018.9,24, 1009.8,24,  12.4,24,   4.6,24,   7.0, 999.9,   83.5 ,  64.6 , 0.00G,999.9, 000000,
071560,99999, 20130801,   81.6,23,   60.2,23, 1011.8,23, 1003.0,23,  12.1,23,   5.5,23,   8.9, 999.9,   95.9 ,  65.8 , 0.00G,999.9, 000000,
071560,99999, 20130802,   81.4,24,   60.4,24, 1010.5,24, 1001.6,24,  12.4,24,   6.7,24,  11.1, 999.9,   92.7 ,  70.5 , 0.00G,999.9, 000000,
071560,99999, 20130803,   71.8,24,   51.7,24, 1019.0,24, 1009.9,24,  12.0,24,   6.0,24,   9.9, 999.9,   85.6 ,  64.6 , 0.00G,999.9, 000000,
071560,99999, 20130804,   73.0,24,   48.4,24, 1020.5,24, 1011.4,24,  12.4,24,   3.7,24,   7.0, 999.9,   82.6 ,  62.6 , 0.00G,999.9, 000000,
071560,99999, 20130805,   74.9,24,   54.8,24, 1014.9,24, 1005.9,24,  12.4,24,   5.0,24,  11.1, 999.9,   87.8 ,  61.5 , 0.00G,999.9, 000000,
071560,99999, 20130806,   70.2,24,   54.5,24, 1015.5,24, 1006.4,24,  12.4,24,   3.2,24,   8.0, 999.9,   81.3 ,  62.1 , 0.01G,999.9, 000000,
071560,99999, 20130807,   65.7,24,   59.0,24, 1011.3,24, 1002.2,24,  10.4,24,   4.6,24,   7.0, 999.9,   74.3 ,  61.9 , 0.28G,999.9, 010000,
071560,99999, 20130808,   67.0,24,   52.7,24, 1019.3,24, 1010.2,24,  10.5,24,   4.6,24,   8.0, 999.9,   77.2 ,  58.3 , 0.26G,999.9, 000000,
071560,99999, 20130809,   68.5,24,   54.6,24, 1021.6,24, 1012.4,24,  12.4,24,   5.9,24,   9.9, 999.9,   77.4 ,  60.8 , 0.00G,999.9, 000000,
071560,99999, 20130810,   65.1,24,   48.9,24, 1023.0,24, 1013.7,24,  12.4,24,   4.9,24,   7.0, 999.9,   74.1 ,  57.2 , 0.00G,999.9, 000000,
071560,99999, 20130811,   66.2,24,   49.8,24, 1020.7,24, 1011.5,24,  12.4,24,   3.6,24,   7.0, 999.9,   75.2 ,  56.5 , 0.00G,999.9, 000000,
071560,99999, 20130812,   66.6,24,   52.4,24, 1017.7,24, 1008.5,24,  12.4,24,   5.1,24,   9.9, 999.9,   72.9 ,  60.6*, 0.00G,999.9, 000000,
071560,99999, 20130813,   63.2,24,   46.6,24, 1022.4,24, 1013.1,24,  12.4,24,   5.1,24,   8.9, 999.9,   71.4 ,  55.8 , 0.00G,999.9, 000000,
071560,99999, 20130814,   65.6,24,   47.6,24, 1024.2,24, 1014.9,24,  12.4,24,   2.3,24,   4.1, 999.9,   76.5 ,  54.7 , 0.00G,999.9, 000000,
071560,99999, 20130815,   70.7,24,   51.6,24, 1021.4,24, 1012.2,24,  12.3,24,   2.9,24,   5.1, 999.9,   82.4 ,  58.6 , 0.00G,999.9, 000000,
071560,99999, 20130816,   74.3,21,   52.1,21, 1017.1,21, 1008.1,21,  12.4,21,   4.4,21,   8.9, 999.9,   86.0 ,  60.8 , 0.00G,999.9, 000000,
071560,99999, 20130817,   71.8,24,   56.8,24, 1016.6,24, 1007.5,24,  11.8,24,   4.7,24,   8.0, 999.9,   82.0 ,  61.7 , 0.00G,999.9, 000000,
071560,99999, 20130818,   70.1,24,   60.7,24, 1013.9,24, 1004.8,24,  11.2,24,   6.2,24,   9.9, 999.9,   78.6 ,  63.0*, 0.01G,999.9, 010000,
071560,99999, 20130819,   66.6,24,   52.1,24, 1020.7,24, 1011.6,24,  12.2,24,   6.1,24,  11.1, 999.9,   73.8 ,  61.9 , 0.06G,999.9, 000000,
071560,99999, 20130820,   67.1,24,   48.2,24, 1027.7,24, 1018.5,24,  12.2,24,   3.3,24,   6.0, 999.9,   78.4 ,  55.8 , 0.00G,999.9, 000000,
071560,99999, 20130821,   70.4,24,   48.4,24, 1023.7,24, 1014.6,24,  12.3,24,   3.7,24,   6.0, 999.9,   81.3 ,  58.3 , 0.00G,999.9, 000000,
071560,99999, 20130822,   72.6,23,   50.5,23, 1018.2,23, 1009.1,23,  12.2,23,   5.6,23,   9.9, 999.9,   82.2*,  63.3 , 0.00G,999.9, 000000,
071560,99999, 20130823,   74.4,24,   51.4,24, 1013.8,24, 1004.7,24,  12.2,24,   3.0,24,   5.1, 999.9,   87.4 ,  61.2 , 0.00G,999.9, 000000,
071560,99999, 20130824,   67.3,24,   54.4,24, 1012.3,24, 1003.2,24,  11.8,24,   6.0,24,   8.0, 999.9,   80.6 ,  59.9*, 0.00G,999.9, 010000,
071560,99999, 20130825,   56.4,24,   54.0,24, 1012.8,24, 1003.5,24,   7.1,24,   4.6,24,   8.0, 999.9,   66.7 ,  54.0 , 0.48G,999.9, 010000,
071560,99999, 20130826,   64.1,24,   54.1,24, 1015.1,24, 1005.9,24,  11.0,24,   6.1,24,  14.0, 999.9,   75.6 ,  53.2 , 0.35G,999.9, 000000,
071560,99999, 20130827,   62.5, 9,   54.1, 9, 1015.0, 9, 1005.8, 9,  11.8, 9,   4.8, 9,   6.0, 999.9,   69.1 ,  60.6 , 0.01G,999.9, 010000,
071560,99999, 20130828,   70.3,14,   50.4,14, 1021.0,14, 1011.9,14,  11.9,14,   5.4,14,   7.0, 999.9,   76.1 ,  60.4 , 0.00G,999.9, 000000,
071560,99999, 20130829,   66.8,21,   51.4,21, 1022.4,21, 1013.2,21,   9.9,21,   3.8,21,   8.0, 999.9,   75.7 ,  58.6 , 0.00G,999.9, 000000,
071560,99999, 20130830,   67.2,24,   51.4,24, 1021.9,24, 1012.7,24,  11.7,24,   3.0,24,   5.1, 999.9,   76.3 ,  56.7 , 0.01G,999.9, 000000,
071560,99999, 20130831,   67.1,24,   56.3,24, 1024.0,24, 1014.8,24,  12.4,24,   5.5,24,  11.1, 999.9,   75.2 ,  60.8*, 0.00G,999.9, 000000,
071560,99999, 20130901,   62.3,24,   43.4,24, 1029.5,24, 1020.1,24,  12.4,24,   5.7,24,   8.0, 999.9,   71.2 ,  54.1 , 0.00G,999.9, 000000,
071560,99999, 20130902,   64.8,24,   49.9,24, 1028.4,24, 1019.1,24,  12.3,24,   4.3,24,   7.0, 999.9,   75.2 ,  54.0 , 0.00G,999.9, 000000,
071560,99999, 20130903,   68.9,24,   52.3,24, 1026.4,24, 1017.2,24,  12.3,24,   2.8,24,   5.1, 999.9,   81.7 ,  56.7 , 0.00G,999.9, 000000,
071560,99999, 20130904,   74.9,24,   56.8,24, 1019.8,24, 1010.8,24,  12.3,24,   2.9,24,   5.1, 999.9,   89.1 ,  61.2 , 0.00G,999.9, 000000,
071560,99999, 20130905,   77.1,24,   55.8,24, 1011.9,24, 1003.0,24,  11.0,24,   4.3,24,   6.0, 999.9,   91.2 ,  63.0 , 0.00G,999.9, 000000,
071560,99999, 20130906,   67.3,24,   55.9,24, 1010.6,24, 1001.5,24,  11.1,24,   3.6,24,   5.1, 999.9,   83.3 ,  62.2 , 0.08F,999.9, 000000,
071560,99999, 20130907,   62.8,24,   43.8,24, 1017.5,24, 1008.2,24,  12.4,24,   4.0,24,   7.0, 999.9,   70.5 ,  54.7 , 0.00F,999.9, 000000,
071560,99999, 20130908,   64.0,24,   42.3,24, 1019.4,24, 1010.2,24,  12.4,24,   3.7,24,   7.0, 999.9,   72.5 ,  56.7 , 0.00G,999.9, 000000,
071560,99999, 20130910,   58.5,23,   48.0,23, 1019.8,23, 1010.5,23,  12.4,23,   6.0,23,   8.9, 999.9,   64.0 ,  54.3 , 0.79G,999.9, 010000,
071560,99999, 20130911,   57.4,24,   49.8,24, 1020.3,24, 1010.9,24,  12.4,24,   6.0,24,  12.0, 999.9,   61.0 ,  55.0 , 0.00G,999.9, 000000,
071560,99999, 20130912,   58.5,24,   52.9,24, 1020.4,24, 1011.0,24,  11.9,24,   3.3,24,   5.1, 999.9,   62.8 ,  54.5 , 0.01G,999.9, 010000,
071560,99999, 20130913,   60.6,22,   58.3,22, 1020.7,22, 1011.4,22,   6.6,22,   3.4,22,   6.0, 999.9,   67.5 ,  53.8 , 0.00G,999.9, 010000,
071560,99999, 20130914,   58.5,24,   55.8,24, 1015.1,24, 1005.8,24,   7.6,24,   5.7,24,   8.9, 999.9,   65.7 ,  55.2*, 0.19G,999.9, 010000,
071560,99999, 20130915,   58.7,24,   48.3,24, 1013.5,24, 1004.2,24,  12.4,24,   7.2,24,  12.0, 999.9,   65.1 ,  52.7 , 0.36G,999.9, 000000,
071560,99999, 20130916,   55.3,24,   47.6,24, 1007.0,24,  997.7,24,  10.5,24,   6.2,24,  11.1, 999.9,   61.7 ,  49.3*, 0.06G,999.9, 010000,
071560,99999, 20130917,   55.6,24,   49.7,24, 1005.8,24,  996.5,24,  11.8,24,   8.4,24,  12.0, 999.9,   63.1*,  48.6 , 0.10G,999.9, 010000,
071560,99999, 20130918,   60.1,24,   52.9,24, 1005.4,24,  996.2,24,  11.3,24,   7.7,24,  13.0, 999.9,   65.1 ,  56.3*, 0.13G,999.9, 010000,
071560,99999, 20130919,   57.4,24,   47.2,24, 1015.0,24, 1005.7,24,  12.2,24,   5.1,24,   8.0, 999.9,   63.1 ,  50.9 , 0.15G,999.9, 000000,
071560,99999, 20130920,   61.5,24,   50.6,24, 1019.3,24, 1010.0,24,  12.3,24,   4.2,24,   6.0, 999.9,   68.9 ,  56.5*, 0.00G,999.9, 000000,
071560,99999, 20130921,   61.6,24,   51.1,24, 1026.3,24, 1016.9,24,  12.2,24,   2.2,24,   5.1, 999.9,   71.4 ,  52.3 , 0.00G,999.9, 000000,
071560,99999, 20130922,   64.8,24,   57.5,24, 1028.5,24, 1019.2,24,  12.1,24,   2.3,24,   4.1, 999.9,   68.7 ,  59.7 , 0.00G,999.9, 000000,
071560,99999, 20130923,   66.0,24,   54.9,24, 1023.9,24, 1014.7,24,  12.4,24,   4.1,24,   5.1, 999.9,   75.6 ,  59.4 , 0.00G,999.9, 000000,
071560,99999, 20130924,   64.4,24,   54.3,24, 1015.2,24, 1006.0,24,  10.5,24,   2.6,24,   5.1, 999.9,   76.8 ,  54.3 , 0.00G,999.9, 000000,
071560,99999, 20130925,   66.5,24,   55.9,24, 1011.7,24, 1002.5,24,  11.1,24,   1.9,24,   4.1, 999.9,   77.5 ,  55.0 , 0.00G,999.9, 000000,
071560,99999, 20130926,   66.6,24,   57.0,24, 1014.6,24, 1005.5,24,   8.0,24,   3.8,24,   8.0, 999.9,   73.0 ,  62.2*, 0.00G,999.9, 000000,
071560,99999, 20130927,   65.8,24,   55.3,24, 1013.4,24, 1004.3,24,   7.5,24,   4.2,24,   7.0, 999.9,   75.6 ,  58.6 , 0.00G,999.9, 000000,
071560,99999, 20130928,   65.8,24,   58.2,24, 1006.7,24,  997.7,24,   9.9,24,   4.3,24,   8.0, 999.9,   72.5 ,  61.5 , 0.01G,999.9, 010000,
071560,99999, 20130929,   64.0,24,   59.8,24, 1003.7,24,  994.6,24,   6.0,24,   3.1,24,   5.1, 999.9,   72.5 ,  60.4 , 0.02G,999.9, 010000,
071560,99999, 20130930,   62.1,24,   57.1,24, 1005.9,24,  996.8,24,   9.3,24,   3.4,24,   5.1, 999.9,   66.4 ,  59.0 , 0.06G,999.9, 000000,
071560,99999, 20131001,   62.4,24,   55.4,24, 1009.1,24, 1000.0,24,  10.2,24,   3.5,24,   5.1, 999.9,   67.8 ,  57.9*, 0.00G,999.9, 000000,
071560,99999, 20131002,   63.9,24,   57.4,24, 1011.8,24, 1002.7,24,  10.6,24,   3.2,24,   5.1, 999.9,   73.8 ,  57.2 , 0.00G,999.9, 000000,
071560,99999, 20131003,   66.2,24,   59.4,24, 1011.4,24, 1002.3,24,  11.3,24,   4.9,24,   8.0, 999.9,   74.8 ,  59.0 , 0.00G,999.9, 010000,
071560,99999, 20131004,   65.4,24,   60.2,24, 1014.8,24, 1005.6,24,  11.9,24,   5.0,24,   8.0, 999.9,   70.9 ,  62.1 , 0.37G,999.9, 010000,
071560,99999, 20131005,   62.6,24,   55.2,24, 1020.5,24, 1011.2,24,  12.4,24,   5.5,24,   8.9, 999.9,   66.0 ,  59.2*, 0.00G,999.9, 000000,
071560,99999, 20131006,   61.4,24,   52.7,24, 1026.2,24, 1016.9,24,  11.0,24,   3.1,24,   6.0, 999.9,   67.6 ,  57.6 , 0.00G,999.9, 000000,
071560,99999, 20131007,   61.3,24,   50.8,24, 1026.2,24, 1016.9,24,  11.8,24,   3.1,24,   6.0, 999.9,   68.4 ,  55.4 , 0.00G,999.9, 000000,
071560,99999, 20131008,   61.3,24,   51.5,24, 1026.1,24, 1016.7,24,  12.3,24,   3.4,24,   6.0, 999.9,   66.6 ,  56.8 , 0.00G,999.9, 000000,
071560,99999, 20131009,   59.5,24,   53.9,24, 1020.9,24, 1011.6,24,  10.8,23,   4.5,24,   7.0, 999.9,   64.0 ,  56.1*, 0.00G,999.9, 010000,
071560,99999, 20131010,   50.6,24,   42.2,24, 1015.3,24, 1005.8,24,  11.9,24,   8.5,24,  12.0, 999.9,   58.8 ,  46.9 , 0.13G,999.9, 010000,
071560,99999, 20131011,   49.4,24,   42.5,24, 1013.6,24, 1004.1,24,  12.0,24,   5.7,24,   8.0, 999.9,   51.8 ,  47.3 , 0.02G,999.9, 010000,
071560,99999, 20131012,   48.7,24,   42.0,24, 1016.5,24, 1007.0,24,  10.5,24,   4.1,24,   7.0, 999.9,   54.7 ,  45.9 , 0.02G,999.9, 010000,
071560,99999, 20131013,   48.8,24,   41.3,24, 1016.4,24, 1006.9,24,  10.9,24,   6.6,24,  11.1, 999.9,   56.3 ,  41.7 , 0.00G,999.9, 000000,
071560,99999, 20131014,   53.3,24,   47.1,24, 1012.8,24, 1003.4,24,  12.0,24,   5.9,24,   8.0, 999.9,   59.9 ,  47.7 , 0.00G,999.9, 000000,
071560,99999, 20131015,   54.4,24,   48.2,24, 1012.0,24, 1002.6,24,  12.3,24,   4.4,24,   6.0, 999.9,   60.1 ,  50.0*, 0.01G,999.9, 000000,
071560,99999, 20131016,   52.9,24,   49.7,24, 1014.5,24, 1005.1,24,   8.2,24,   4.5,24,   8.0, 999.9,   59.5 ,  46.8 , 0.00G,999.9, 010000,
071560,99999, 20131017,   57.3,24,   51.4,24, 1018.6,24, 1009.3,24,  11.3,24,   5.6,24,   9.9, 999.9,   65.7 ,  50.2 , 0.20G,999.9, 000000,
071560,99999, 20131018,   54.0,24,   50.8,24, 1015.6,24, 1006.2,24,   7.0,24,   4.0,24,   7.0, 999.9,   61.5 ,  50.2 , 0.00G,999.9, 000000,
071560,99999, 20131019,   58.7,24,   54.2,24, 1010.5,24, 1001.2,24,  10.5,24,   5.4,24,  11.1, 999.9,   67.6 ,  50.0 , 0.00G,999.9, 000000,
071560,99999, 20131020,   59.5,24,   56.0,24, 1013.0,24, 1003.7,24,  10.6,24,   5.6,24,   8.9, 999.9,   65.7 ,  57.0 , 0.04G,999.9, 010000,
071560,99999, 20131021,   61.3,24,   56.5,24, 1012.8,24, 1003.6,24,  12.3,24,   4.9,24,   7.0, 999.9,   68.0 ,  55.2 , 0.32G,999.9, 010000,
071560,99999, 20131022,   63.4,24,   56.8,24, 1004.1,24,  995.0,24,  11.6,24,   6.1,24,  11.1, 999.9,   73.9 ,  57.6 , 0.00G,999.9, 010000,
071560,99999, 20131023,   62.6,24,   54.3,24, 1007.0,24,  997.9,24,  12.4,24,   7.1,24,  12.0, 999.9,   68.9 ,  57.6*, 0.02G,999.9, 010000,
071560,99999, 20131024,   57.7,24,   53.7,24, 1015.1,24, 1005.8,24,  10.8,24,   4.2,24,   7.0, 999.9,   63.1 ,  52.9 , 0.00G,999.9, 000000,
071560,99999, 20131025,   61.4,24,   58.4,24, 1010.7,24, 1001.5,24,  10.0,24,   5.1,24,   8.9, 999.9,   67.1 ,  57.0 , 0.03G,999.9, 010000,
071560,99999, 20131026,   62.5,24,   59.1,24, 1012.4,24, 1003.2,24,  10.5,24,   6.2,24,   9.9, 999.9,   69.6 ,  59.0*, 0.09G,999.9, 010000,
071560,99999, 20131027,   59.0,24,   52.5,24, 1008.7,24,  999.5,24,  10.9,24,  11.3,24,  14.0, 999.9,   62.6 ,  56.7 , 0.09G,999.9, 010000,
071560,99999, 20131028,   58.1,24,   49.7,24, 1004.9,24,  995.7,24,  11.9,24,  11.4,24,  15.9, 999.9,   63.0 ,  51.4*, 0.31G,999.9, 010000,
071560,99999, 20131029,   50.9,24,   42.8,24, 1016.3,24, 1006.9,24,  12.4,24,   6.7,24,  12.0, 999.9,   59.9 ,  46.6*, 0.03G,999.9, 000000,
071560,99999, 20131030,   48.9,24,   41.9,24, 1024.9,24, 1015.3,24,  12.0,24,   3.4,24,   6.0, 999.9,   59.2 ,  41.5 , 0.00G,999.9, 000000,
071560,99999, 20131031,   49.5,24,   42.5,24, 1024.0,24, 1014.4,24,  11.1,24,   5.7,24,   8.9, 999.9,   58.6 ,  39.7 , 0.00G,999.9, 000000,
071560,99999, 20131101,   49.5,24,   47.5,24, 1014.8,24, 1005.3,24,   7.9,24,   7.3,24,  11.1, 999.9,   54.9 ,  48.4 , 0.02G,999.9, 010000,
071560,99999, 20131102,   56.5,24,   52.3,24, 1005.0,24,  995.7,24,  10.4,24,   8.1,24,  11.1, 999.9,   61.0 ,  48.4 , 0.49G,999.9, 010000,
071560,99999, 20131103,   50.7,24,   42.6,24, 1007.6,24,  998.2,24,  11.5,24,   8.7,24,  12.0, 999.9,   57.9 ,  46.6 , 0.08G,999.9, 010000,
071560,99999, 20131104,   51.0,24,   45.7,24,  994.9,24,  985.7,24,  10.9,24,   8.8,24,  14.0, 999.9,   56.8 ,  42.3*, 0.22G,999.9, 010000,
071560,99999, 20131105,   47.5,24,   43.4,24, 1000.7,24,  991.3,24,  10.8,24,   6.8,24,  11.1, 999.9,   56.1 ,  38.8 , 0.03G,999.9, 010000,
071560,99999, 20131106,   57.2,24,   52.8,24, 1007.4,24,  998.1,24,  10.4,23,   7.5,24,  11.1, 999.9,   62.4 ,  51.1 , 0.07G,999.9, 010000,
071560,99999, 20131107,   58.4,24,   54.4,24, 1010.3,24, 1001.0,24,  10.2,24,   7.8,24,  12.0, 999.9,   62.8 ,  53.6*, 0.01G,999.9, 010000,
071560,99999, 20131108,   53.1,24,   50.6,24, 1008.9,24,  999.5,24,   8.8,24,   6.4,24,  14.0, 999.9,   59.9 ,  48.0*, 0.28G,999.9, 010000,
071560,99999, 20131109,   47.0,24,   43.4,24, 1011.6,24, 1002.2,24,  11.4,24,   7.2,24,  14.0, 999.9,   53.2 ,  42.3 , 0.13G,999.9, 010000,
071560,99999, 20131110,   46.5,24,   39.7,24, 1014.7,24, 1005.2,24,  10.8,24,   7.7,24,  15.0, 999.9,   50.5 ,  42.4*, 0.96G,999.9, 010000,
071560,99999, 20131111,   44.4,24,   37.6,24, 1029.1,24, 1019.4,24,  11.9,24,   5.1,24,   8.0, 999.9,   51.6 ,  36.1 , 0.01G,999.9, 000000,
071560,99999, 20131112,   48.1,24,   44.9,24, 1026.4,24, 1016.8,24,   6.5,24,   5.0,24,  12.0, 999.9,   51.3*,  45.5 , 0.00G,999.9, 010000,
071560,99999, 20131113,   46.8,24,   41.4,24, 1031.7,24, 1022.0,24,  11.2,24,   6.2,24,  11.1, 999.9,   52.7 ,  42.8*, 0.04G,999.9, 000000,
071560,99999, 20131114,   44.1,24,   39.9,24, 1024.3,24, 1014.7,24,  10.3,24,   5.7,24,   9.9, 999.9,   49.8 ,  37.9 , 0.01G,999.9, 010000,
071560,99999, 20131115,   45.9,24,   39.7,24, 1027.1,24, 1017.4,24,  11.2,24,   9.6,24,  14.0, 999.9,   50.9 ,  42.6*, 0.13G,999.9, 000000,
071560,99999, 20131116,   39.3,24,   35.8,24, 1030.6,24, 1020.7,24,   3.2,24,   5.7,24,   8.0, 999.9,   47.1 ,  37.4 , 0.00G,999.9, 000000,
071560,99999, 20131117,   41.2,24,   36.3,24, 1023.1,24, 1013.4,24,   4.1,24,   3.4,24,   6.0, 999.9,   43.0 ,  37.4 , 0.00G,999.9, 000000,
071560,99999, 20131118,   41.9,24,   36.9,24, 1012.6,24, 1003.0,24,   7.1,24,   2.7,24,   5.1, 999.9,   44.2 ,  38.8*, 0.00G,999.9, 000000,
071560,99999, 20131119,   42.6,24,   34.8,24, 1011.1,24, 1001.6,24,  10.2,24,   7.4,24,  13.0, 999.9,   46.9 ,  38.3 , 0.00G,999.9, 010000,
071560,99999, 20131120,   38.9,24,   33.6,24, 1007.9,24,  998.3,24,  11.0,24,   7.9,24,  13.0, 999.9,   43.2 ,  36.7 , 0.00G,999.9, 010000,
071560,99999, 20131121,   38.2,24,   35.3,24, 1000.1,24,  990.5,24,   9.5,24,   6.0,24,   9.9, 999.9,   40.5 ,  37.0 , 0.23G,999.9, 010000,
071560,99999, 20131122,   39.8,24,   33.8,24, 1011.2,24, 1001.6,24,   9.4,24,  10.5,24,  13.0, 999.9,   42.4 ,  36.0 , 0.02G,999.9, 000000,
071560,99999, 20131123,   42.6,24,   36.4,24, 1018.7,24, 1009.0,24,  10.4,24,   9.9,24,  12.0, 999.9,   44.8 ,  40.6 , 0.00G,999.9, 000000,
071560,99999, 20131124,   43.0,24,   37.2,24, 1025.5,24, 1015.8,24,  11.5,24,   8.4,24,   9.9, 999.9,   46.9 ,  37.2 , 0.00G,999.9, 000000,
071560,99999, 20131125,   43.6,23,   36.1,23, 1033.1,23, 1023.4,23,  12.4,23,   8.3,23,   9.9, 999.9,   46.8 ,  41.9 , 0.00G,999.9, 000000,
071560,99999, 20131126,   43.1,24,   37.7,24, 1035.9,24, 1026.1,24,  11.9,24,   6.9,24,   9.9, 999.9,   45.1 ,  40.1 , 0.00G,999.9, 000000,
